track_id,name,artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
track_75721,Song 75721,Artist 21,0.238385075929695,0.4773368486649031,0.7542265366166241,0.2915428883482825,0.7177630307149636,-24.929945695002168,0.0199880732923384,136.29158115166035,0.529283086896793,5
track_80184,Song 80184,Artist 84,0.063193909567247,0.0754473105091355,0.6018225317126947,0.3468665327731421,0.055623035319548,-55.8158442241447,0.5664054050077274,178.5207090172608,0.023928057341775,47
track_19864,Song 19864,Artist 64,0.7734812033785419,0.8260752711879528,0.1379067041795088,0.9974865893331052,0.7709626637523701,-45.79263138689875,0.869646788159216,83.77887934789464,0.3273031485278738,0
track_76699,Song 76699,Artist 99,0.808192142060912,0.3339502337469761,0.7379611402963977,0.4814307266394533,0.4372135912420305,-40.09203002387264,0.6900630666815859,83.47166806609022,0.7816275573401236,42
track_92991,Song 92991,Artist 91,0.2770884003362871,0.1292132311793078,0.191997199494785,0.5759477309846419,0.2372815988261406,-29.481004455974787,0.4658761841918037,164.84483451439337,0.5283382538729938,69
track_76434,Song 76434,Artist 34,0.2782429612924868,0.8440003567819655,0.3624104799668872,0.1391246062401169,0.3523477837836801,-51.01974840548971,0.7967475615370636,184.67168088442588,0.2981115197243245,26
track_84004,Song 84004,Artist 4,0.6553414916737851,0.7316782070732727,0.3402819840234203,0.6941562700819353,0.5702892723709703,-1.2614531432565528,0.7672400065977192,140.22964984634723,0.7440849397826398,67
track_80917,Song 80917,Artist 17,0.7402534682769629,0.7161609898573469,0.5922926908785983,0.335764075957127,0.1879413405846849,-20.186376976218547,0.4429736812460035,106.33887142227628,0.5087453187490768,90
track_60767,Song 60767,Artist 67,0.8108881919770854,0.3583122962422679,0.9688972780474736,0.6943271169884024,0.184999913144669,-32.49727580638394,0.5267550106820577,101.23646820018166,0.3537263767360179,20
track_50074,Song 50074,Artist 74,0.1819142937391071,0.4866269323291438,0.3614451370919604,0.5793615169932643,0.6952466586602789,-41.62580228966655,0.4298801960654201,165.53592553501446,0.697734275534227,21
track_27701,Song 27701,Artist 1,0.9725579630469194,0.034868855886032,0.0254847375809648,0.6012204105079907,0.1690559864766764,-25.19398252841569,0.5415883358871562,117.2772481289202,0.0905543833513581,17
track_42141,Song 42141,Artist 41,0.3856748769340663,0.463489286889177,0.0262914710185947,0.1624280122511512,0.4285880704586225,-1.0314107884160109,0.1536449906377603,112.3699014927564,0.2458295979695982,12
track_45080,Song 45080,Artist 80,0.7522157303249369,0.0512309216303129,0.4617165541573687,0.4540215259388684,0.4584418214971654,-14.755005705425262,0.8940346164744227,85.41403511521352,0.6851522738395587,3
track_16638,Song 16638,Artist 38,0.3484953482460029,0.6910169508640934,0.9090518466657392,0.0458976990527039,0.8133554681207313,-45.13301079655146,0.9829813637745312,74.28846795620926,0.2811527448763039,7
track_20424,Song 20424,Artist 24,0.9266419675334452,0.513957798416528,0.146912549565073,0.4549861995231987,0.519772502053711,-25.73457250720611,0.6269024337598733,75.17532713912927,0.5284929679733626,90
track_88702,Song 88702,Artist 2,0.8705182692962102,0.7597580536685187,0.4988416183705414,0.7806151706319608,0.1262207454480065,-53.83352511867416,0.3153417695609367,63.99702385767775,0.5324115354322978,42
track_149,Song 149,Artist 49,0.2786464642366114,0.6525814142610101,0.5641709391532665,0.5639581878649785,0.1334117367773842,-1.2351900164459977,0.0242036384940703,87.97338441346564,0.7967987460602267,19
track_1761,Song 1761,Artist 61,0.844357082739616,0.5540714538856713,0.1302551778970082,0.5734082631917568,0.8314525692356142,-20.975019068114,0.9192917546071478,81.44278524689874,0.4920356027297038,74
track_63120,Song 63120,Artist 20,0.7855412372749991,0.1280731573060752,0.5424343540586953,0.8969458066497302,0.2086888729734149,-16.03881242797351,0.5253350834825341,97.13652237420727,0.679333666727647,92
track_69161,Song 69161,Artist 61,0.5324448611250153,0.9784640687989624,0.5073432125945636,0.1176742309653163,0.9372499469650504,-48.44313213843599,0.668974219429396,131.42752454750024,0.7728668076966513,46
track_64883,Song 64883,Artist 83,0.1732910378877863,0.256653322702756,0.3931256992371355,0.4830664735272426,0.6450668070046466,-9.384802062600125,0.3455531250246617,175.797233208151,0.116656091111008,97
track_2495,Song 2495,Artist 95,0.4923254800011819,0.9168522412851374,0.6232433885488194,0.0731414341490525,0.4307017031718174,-52.91204072100747,0.8043551605342534,111.27367456566222,0.0433222328644313,87
track_80296,Song 80296,Artist 96,0.4438137279964408,0.3811091662682314,0.7423245502822605,0.8012686581969033,0.5519865059448701,-34.01629227610522,0.2126000533788394,188.4363303242056,0.8816599648140393,6
track_19447,Song 19447,Artist 47,0.521784766714886,0.6785565029237859,0.2513087195329191,0.4949503657883013,0.9834790800151147,-21.65373081756841,0.3634775527757905,114.71987970981048,0.7788657518983225,44
track_41331,Song 41331,Artist 31,0.0482292669949061,0.979323879384353,0.9644678190852272,0.8596411350319277,0.5923074281121898,-27.948472176088693,0.6782201383808109,144.20968377875158,0.411222130054268,95
track_14888,Song 14888,Artist 88,0.9466387272149526,0.8241712938068491,0.1330204866165865,0.471204474319483,0.3593161013884915,-23.28713048268075,0.3058773031073734,142.05862772404035,0.5102793403996945,8
track_88636,Song 88636,Artist 36,0.3533225590280581,0.2190956718168525,0.3296044487367788,0.4265816547304636,0.8295103076181538,-47.228982253715486,0.1053271166324343,126.4096572550578,0.2441007289777325,91
track_94892,Song 94892,Artist 92,0.1093226581297804,0.9009219540189648,0.0676347930110932,0.9416118193489768,0.2646886016221742,-3.5643696458758285,0.7958110013272702,75.7660121704372,0.7614310209142797,35
track_92731,Song 92731,Artist 31,0.4749277393291725,0.3736819086916539,0.7443189326660654,0.3874284556011795,0.2579935843737964,-57.7371421399392,0.3756333298456867,136.30711973448376,0.4605676735156199,30
track_29130,Song 29130,Artist 30,0.8964322885091256,0.8441064375988917,0.593493928688325,0.8824738532043667,0.3145002979559208,-43.76669366313327,0.1925906469558557,199.6578462632626,0.1015320687336507,88
